locus_tag	gene_name	type	aerobic_T1 - aerobic_T0	aerobic_T2 - aerobic_T0	aerobic_T3 - aerobic_T0	anaerobic_T1 - anaerobic_T0	anaerobic_T2 - anaerobic_T0	anaerobic_T3 - anaerobic_T0	aerobic_T1 - anaerobic_T1	aerobic_T2 - anaerobic_T2	aerobic_T3 - anaerobic_T3
ZMO1_ZMO1006	folP	perfect	-0.0507283452409023	-1.52214434431327	-1.78130150617873	0.00665619118384828	-3.16682277864949	-4.96413733610534	-0.136605655883692	1.80023262293621	3.01165677410754
ZMO1_ZMO1007	.	perfect	0.0384221003142981	-0.14348325022558	-0.399882820105451	-0.00340031409708762	0.0178636032198385	-0.0632517438164061	-0.0964824441548172	-0.136029001323394	-0.21941329419926
ZMO1_ZMO1008	glcD	perfect	-0.268741638010241	-3.04176202146424	-3.86632210761687	-0.109864497237995	-2.46766442356317	-4.38172444197555	-0.243178618561945	-0.601865629991355	0.291235197165903
ZMO1_ZMO1009	.	perfect	-0.0609238959759002	-0.212861693260298	-0.318089941709853	-0.0149863678255675	-0.127184509589127	-0.168857535719195	-0.0836115378357656	-0.181663226640149	-0.212974464387905
ZMO1_ZMO1010	.	perfect	-0.0148090337368022	0.00177198296736059	-0.00308026019210736	0.0388303305601662	0.0228511891488533	0.201029572861352	-0.088148168682461	-0.0660039182956924	-0.151128069184365
ZMO1_ZMO1011	.	perfect	-0.0444351724397735	-0.0669191781953536	-0.101891867473787	0.0129092063478157	0.0599248729007121	0.0732314884899987	-0.0983943445531019	-0.0658425827548544	-0.0697148071403931
ZMO1_ZMO1012	.	perfect	-0.284804527590633	-0.624652354055079	-1.03391541295383	-0.21751869725251	-0.436131121120982	-0.486032467983405	-0.169958018624228	-0.253971803925725	-0.613665445265578
ZMO1_ZMO1013	.	perfect	-0.926538868188711	-2.51244829510074	-3.14039494916826	-1.24742244033897	-3.60224816630924	-5.23072630185172	0.568393802560982	0.744853208274261	1.45302623550051
ZMO1_ZMO1014	infA	perfect	-1.69337625444593	-4.83421577540293	-6.05320609583778	-1.78672401330053	-5.25688911226764	-7.61547501199795	0.396027180905923	0.50756537438252	1.78496863787764
ZMO1_ZMO1015	.	perfect	0.0241026875800772	0.102617095832498	0.00723667895305633	0.0198664957601752	0.0793118381771581	0.188364730411684	0.0298933899418548	0.0885246390470835	-0.106799783401667
